stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_url,location_type,parent_station
5592,House 125,25.2563044,51.4089282,0,,0,
5596,Marain Bint Omran Primary School ,25.2640716,51.4080672,0,,0,
5629, Crystal Service Center,25.2368444,51.451916,0,,0,
5511,Doha Zoo,25.2425189,51.4313709,0,,0,
5625,Foton,25.2394743,51.4561405,0,,0,
5349,Al Yasmin ladies Tailoring,25.2660315,51.410154,0,,0,
5222,House 1,25.31706,51.46576,0,,0,
5345,Al Hoar Manpower,25.27086,51.40859,0,,0,
5621,Safety Center,25.2423177,51.4609899,0,,0,
55617,Global Art,25.2454266,51.466365,0,,0,
55615,Qatar Design Centre,25.2474086,51.4697366,0,,0,
5554,Al Jaid Trading,25.2438812,51.454558,0,,0,
3872,House 22,25.2900925,51.5015939,0,,0,
3870,House 32,25.2857926,51.5012693,0,,0,
5562,Al Isra School,25.2534528,51.4503462,0,,0,
5510,House 10,25.239177,51.4412462,0,,0,
3821,Kia Motors,25.2909716,51.503983,0,,0,
5486,Umm Al Jamajim Street,25.2811555,51.4367608,0,,0,
5383,Al Qalah Street,25.2876309,51.4309699,0,,0,
5379,Musalla Al Eid Street,25.2911838,51.4290012,0,,0,
3721, Athletes Village,25.2975483,51.5037121,0,,0,
5493,Wadi Al Mark Street,25.287352,51.4429567,0,,0,
5388,Deebal Street,25.274761,51.4143597,0,,0,
2217,House 115,25.2896377,51.5131133,0,,0,
5428,Villaggio,25.2567944,51.4429655,0,,0,
5430,Stadium Entrance 1,25.2593948,51.4498775,0,,0,
5440,Police Sports Association,25.2688112,51.4735051,0,,0,
5382,Al Majda Street,25.2865614,51.4276842,0,,0,
5142,Al Manar Street,25.3136019,51.4026619,0,,0,
5375,Al Huwaila Street,25.2894595,51.4256699,0,,0,
5487,Umm Al Jamajim Street,25.281124,51.4367635,0,,0,
5483,Al Baaya Street,25.2775805,51.4370773,0,,0,
5481,Old Rayyan Traffic Police,25.27369,51.43698,0,,0,
5475,Aspire,25.2686451,51.4446143,0,,0,
5504,Al Noor Pharmacy,25.2600959,51.4898156,0,,0,
5537,Les Roses,25.2640243,51.4622365,0,,0,
5529,Villaggio,25.2564002,51.4425732,0,,0,
5224,Barzan 2,25.31373,51.46596,0,,0,
5250,Al Shaqab Gate  9,25.3062925,51.4438506,0,,0,
5384,Al Henzab Quran Center,25.2787726,51.4167871,0,,0,
5539,Al Waab / Q Tel,25.2662801,51.4677913,0,,0,
5320,Ayman Bin Khalid Street,25.2878941,51.4128925,0,,0,
5324,Al Baraah Street,25.2846661,51.4128738,0,,0,
3967,Almandoos Shoe Shop,25.2807626,51.499841,0,,0,
2373,Al Hassem Group,25.2793086,51.5089558,0,,0,
99704, Boulevard Mall,25.40622,51.42833,0,,0,
9480,Umm Al Amad Village,25.4864309,51.4041002,0,,0,
5173,Qatar Foundation Civil Defence,25.3264434,51.4243456,0,,0,
94484,Umm Garn Turn,25.5366956,51.4180552,0,,0,
9481,Umm Al Amad Village,25.4865592,51.404398,0,,0,
5119,Nabina Furniture,25.3244069,51.4677652,0,,0,
5121,Gharafa Stationary,25.32635,51.46452,0,,0,
5125,Al Gharafa Complex,25.3274005,51.4579657,0,,0,
3507,House 4,25.3149366,51.4929457,0,,0,
4140,Al Fayha School,25.25991,51.53731,0,,0,
5392,Muaither Stop 1,25.2671376,51.4161273,0,,0,
4049,Zaid Bin Haritha Street,25.26105,51.503,0,,0,
4050,D Ring Road,25.2610395,51.5026339,0,,0,
5390,Ibn Hateb Street,25.2723428,51.4152582,0,,0,
4180,Al Adl Street,25.25912,51.53391,0,,0,
2529,Al Mansoura Street,25.269486,51.535917,0,,0,
5501,Hetten Model ,25.248856,51.441805,0,,0,
2521,Al Doha Al Jadeed,25.274959,51.533894,0,,0,
5396,Umm Al Dome Stop 1,25.2655148,51.4111947,0,,0,
5599,Muaither North Street,25.2662935,51.4194103,0,,0,
5573,Al Wathnan Mall,25.2678167,51.4248713,0,,0,
4464,Ahmed Bin Zaidon Street,25.24631,51.52615,0,,0,
2519,B Ring Road,25.274978,51.537396,0,,0,
56654,Barwa City Stop 2,25.192348,51.5015208,0,,0,
56658,Barwa City Stop 3,25.1962192,51.4992838,0,,0,
4553,House 20,25.25306,51.54546,0,,0,
4549,International Center For Music,25.251836,51.5423574,0,,0,
3866,K-Star Profisional,25.28167,51.50081,0,,0,
3962,House 66,25.27589,51.49766,0,,0,
3410,Omar Bin Khattab Street Stop 1,25.3147233,51.4859666,0,,0,
5197,Al Gharafa Village,25.3354449,51.4448806,0,,0,
3505,La Gazele,25.3115445,51.4960464,0,,0,
3956,La Boutique Café,25.2742043,51.5091818,0,,0,
2588,House 63,25.2663966,51.5269515,0,,0,
2592,Ibn Katheer Stop 1,25.2660182,51.5309828,0,,0,
2596,Relaxation Villages Compound,25.2649363,51.5349203,0,,0,
3958,Nokia,25.274037,51.5049627,0,,0,
3969,Merweb Hotel,25.2811082,51.5049647,0,,0,
1609,Zurara Bin Amr Street,25.278179,51.536789,0,,0,
601,Grand Hamad Street,25.2817,51.535175,0,,0,
3281,Al Wahat Street,25.3291709,51.4685081,0,,0,
3277,Al Rajaa Street,25.3239972,51.4702221,0,,0,
4556,Al Hamad International,25.25102,51.54938,0,,0,
4460,New Horizons,25.24603,51.53215,0,,0,
56650,Barwa City Stop 1,25.1975759,51.5093501,0,,0,
3469,Khalifa Clinic,25.3208357,51.4716141,0,,0,
4572,House 92,25.25079,51.55808,0,,0,
3461,Al Muntaza Supermarket,25.3184766,51.4773809,0,,0,
8588,Al Shahaniya Army Camp,25.3961057,51.1952876,0,,0,
8590,Al Nasriniya Turn,25.4262152,51.081409,0,,0,
3156,Khalifa Town Petrol Station,25.3356874,51.4748972,0,,0,
3157,New Madeena Food Centre,25.3384412,51.4774748,0,,0,
3273,Police Traffic Department,25.3222394,51.4728372,0,,0,
3280,Wasit Street,25.3286836,51.4780595,0,,0,
3285,Doha Technical College,25.33209,51.47171,0,,0,
5001,Asian Town,25.187886,51.465493,0,,0,
3413,Omar Bin Khattab Stop 1,25.3141195,51.4804198,0,,0,
2029,Civil Defence R/A,25.3053347,51.505756,0,,0,
2032,Al Ahli Hospital,25.3079123,51.4984121,0,,0,
5602,Green Land,25.2569205,51.4958881,0,,0,
6140,Kharama,25.3196549,51.5305262,0,,0,
99015, Ezdan 30,25.14979,51.56307,0,,0,
3506, Al Rafa Grocery,25.31539,51.49449,0,,0,
1704,Ruqayah School,25.2866445,51.5414602,0,,0,
1708,National Museum,25.2856162,51.5439868,0,,0,
5606,Shiya Bin Mukhlied Street,25.2544535,51.4917146,0,,0,
99013, Ezdan 31,25.14583,51.56305,0,,0,
99011, Ezdan 32,25.14209,51.56305,0,,0,
99009, Ezdan 33,25.1379861,51.5630319,0,,0,
9009,Al Wukair Petrol Station,25.1644181,51.572606,0,,0,
5612,Fish Market,25.24458,51.47592,0,,0,
2708,Sana,25.2828417,51.5458644,0,,0,
5684,Q Tel Tower,25.23104,51.48659,0,,0,
1413,Home Centre,25.2806717,51.5224447,0,,0,
9484,Umm Garn Turn,25.5452515,51.4142578,0,,0,
1705,National Library,25.2822008,51.5408279,0,,0,
9488,Simaisma Turn,25.5656674,51.415674,0,,0,
9492,Umm Qarn Farm,25.5882087,51.4103954,0,,0,
9726,Al Ghuwairiyah Turn,25.8470278,51.2698691,0,,0,
9973,Qafco Compound,25.15271,51.60325,0,,0,
9975,Tower R/A,25.15986,51.60656,0,,0,
9993,Police Station,24.9872989,51.5492493,0,,0,
9991,Mesaieed Shopping Mall,24.9944925,51.5477017,0,,0,
9990,Mesaieed Shopping Mall,24.9936538,51.5465269,0,,0,
9983,Alcat Project,25.0056601,51.5491769,0,,0,
9981,Umm Said Road,25.0128,51.5524,0,,0,
9734,Al Ghuwairiyah Municipality,25.8331514,51.2528398,0,,0,
99713, AHE Labor Camp,25.44018,51.41695,0,,0,
55114,Abu Nakhla Village,25.20034,51.36594,0,,0,
55115,Al Sailiya West Village,25.20035,51.36608,0,,0,
99705, Boulevard Mall,25.405972,51.42827,0,,0,
55510,Indoor Furniture,25.2521331,51.476302,0,,0,
88337,Abu Nakhla Stop 3,25.177733,51.381891,0,,0,
88325,Abu Nakhla Stop 8,25.190502,51.375729,0,,0,
55636, Philippine International School,25.21871,51.44126,0,,0,
46665,Najma Street Stop 1,25.229309,51.555493,0,,0,
22525,Building 4,25.266641,51.533681,0,,0,
99483,Farm No.2,25.5234888,51.4190106,0,,0,
99485,Farm No.1,25.5351645,51.4184313,0,,0,
46671,Al Thumama Bus Stop 9,25.238609,51.541399,0,,0,
55634,Juton Paints,25.22471,51.45026,0,,0,
2637,Alfardan Exchange,25.264748,51.537923,0,,0,
2633,Al Mansoura,25.269149,51.537942,0,,0,
2527,Qubaa Street,25.268691,51.53183,0,,0,
55635,Philippine International School,25.2185675,51.4412864,0,,0,
6660,Onaiza Street,25.3452263,51.5057372,0,,0,
17,Ascott,25.327483,51.530214,0,,0,
29,Movenpick Hotel Stop 1,25.324977,51.538055,0,,0,
85586,Al Meera Coop.,25.366339,51.229198,0,,0,
88346,Rawdat Rashid,25.235616,51.205465,0,,0,
88345,Rawdat Rashid,25.235409,51.205372,0,,0,
48,Sheraton Hotel,25.318739,51.534232,0,,0,
1225,Al Aqsa Street,25.296234,51.520988,0,,0,
121,Souq Waqif,25.291204,51.53234,0,,0,
23316,Al shami Home,25.275797,51.508721,0,,0,
4700,Al Hadara Street,25.235078,51.554415,0,,0,
14426, Rotana Restaurant,25.276505,51.520167,0,,0,
22527, Al Meera,25.271608,51.52968,0,,0,
24224, Rotana Restaurant,25.276721,51.519663,0,,0,
55518,Woqod,25.231773,51.39336,0,,0,
55112,Al Sailiya Sports Club ,25.21643,51.35596,0,,0,
6668,Al Jamiaa Street,25.3586571,51.4952042,0,,0,
25520,Jumeirah Funished,25.274646,51.529889,0,,0,
8896,Al Khor South,25.6752274,51.5005418,0,,0,
5583,Al Sailiya Street,25.2467827,51.4218726,0,,0,
8890,Golden Dana Trading ,25.5737897,51.4870932,0,,0,
55664,Labor Camp Stop 1,25.193941,51.467502,0,,0,
7048,Al Kheesa New Road Stop 2,25.3943745,51.4582534,0,,0,
7052,Al Kheesa New Road Stop 3,25.3933435,51.4547538,0,,0,
88339,Abu Nakhla Health Center,25.181807,51.379014,0,,0,
88335,Abu Nakhla Stop 4,25.175926,51.386213,0,,0,
6873,University R/A,25.3668,51.49673,0,,0,
6664,College Turn,25.3526703,51.4987527,0,,0,
25528, Karwa Training,25.269664,51.533246,0,,0,
9569,Al Khor Community North Stop 1,25.7219461,51.5293594,0,,0,
2120,Athletes Village Stop 1,25.2914566,51.5073707,0,,0,
2124,Athletes Village Stop 2,25.2984262,51.5033715,0,,0,
9565,Al Khor Community South,25.71872,51.52392,0,,0,
55113,Al Sailiya Sport Club,25.2156555,51.3563462,0,,0,
9510,Mowasalat Accomodation,25.6612,51.46926,0,,0,
8340,Abu Nakhla Petrol Station,25.16997,51.31917,0,,0,
8372,Mekainis Police Station,25.11583,51.17933,0,,0,
8386,Al Ranzani,24.92337,50.97351,0,,0,
8480,Post Office,25.20828,50.8006,0,,0,
2712,MP Traders,25.2779977,51.5416734,0,,0,
55516,Salwa Bridge,25.216756,51.402617,0,,0,
6672,University R/A,25.3648788,51.4954375,0,,0,
1800,Street 1,25.213403,51.421803,0,,0,
2528,Al Mansoura Street,25.269538,51.53643,0,,0,
99017, Ezdan 38,25.14775,51.55256,0,,0,
2536,Cinema Signal,25.263994,51.537756,0,,0,
4244,Al Salam Street,25.258968,51.540388,0,,0,
44448,Najma Street Stop 1 ,25.248804,51.539329,0,,0,
2610,Crown Plaza Hotel,25.2743,51.54149,0,,0,
2516,Al Ahmed Al Sayed Sanitary,25.2697081,51.5417338,0,,0,
4544,The Mall,25.2529531,51.5384608,0,,0,
4548,Al Reems Gardens,25.2514781,51.5415212,0,,0,
4552,Lulu Supermarket,25.25379,51.5447425,0,,0,
4246,Abdul Qadir Al Jazairi Street,25.258557,51.544445,0,,0,
4580,Al Zahar Supermarket,25.2468616,51.5558382,0,,0,
4584,Jabar Bin Hayan Street,25.24563,51.55141,0,,0,
4252,Ibn Oqba Street,25.259984,51.547351,0,,0,
6861,Onaiza Street,25.34526,51.50547,0,,0,
4585,Oqba Bin Nafie Street Stop 1,25.246034,51.550873,0,,0,
4581,Al Zahar Supermarket,25.246806,51.556209,0,,0,
5570,House 39,25.2530768,51.4413206,0,,0,
5494,Al Maqareen Street,25.2914687,51.4432069,0,,0,
5495,Al Muraykh,25.2889563,51.4451676,0,,0,
4588,Supreme Education Council,25.24096,51.55225,0,,0,
8601,Camel Race Track,25.3948,51.22913,0,,0,
25524, Saddal,25.273893,51.533013,0,,0,
55631, Paradise residential complex,25.23016,51.44769,0,,0,
5523,Al Sailiya Street,25.2444149,51.4202847,0,,0,
8620,Al Otouriyah,25.5135289,51.2127957,0,,0,
55657,Cemetery,25.196603,51.496825,0,,0,
99021,Sharaf DG Accomodation,25.151871,51.559852,0,,0,
99019, Ezdan 37,25.1513,51.55429,0,,0,
95592,Umm Birka Turn,25.75519,51.43162,0,,0,
3740,Al Yarmouk Co Op,25.3022745,51.4901589,0,,0,
8478,Group Cement Co.,25.15336,50.92968,0,,0,
55104,New Housing,25.23378,51.39824,0,,0,
5739,Ibin Ajaya Trading,25.218514,51.420244,0,,0,
4577,House 80,25.2476876,51.5598695,0,,0,
4545,The Mall,25.2519233,51.5381061,0,,0,
2617,Hosny Meat,25.2711106,51.5438219,0,,0,
2711,Concorde Hotel,25.2747416,51.5412926,0,,0,
4448,Al Nadi Street,25.2504,51.53431,0,,0,
4452,Cambridge International School,25.24487,51.53643,0,,0,
4445,Musaimeer Street,25.2521004,51.5309553,0,,0,
5603,Green Land,25.2566197,51.4959089,0,,0,
4045,Doha Municipality,25.2632493,51.5066512,0,,0,
5509,House 8,25.2393528,51.4411704,0,,0,
5541,Police Sports Association,25.2682594,51.4727829,0,,0,
5558,Al Aziziyah Complex,25.2491517,51.4521165,0,,0,
5381,House 11,25.2795184,51.4194418,0,,0,
2116,Rumailah Hospital,25.2900306,51.5112625,0,,0,
3720,Hamad Hospital,25.2919307,51.5041487,0,,0,
5468,Al Khufus Street (West),25.2746555,51.4439411,0,,0,
5474,Aspire,25.26881,51.44449,0,,0,
5488,Al Muraykh Village,25.2853658,51.44087,0,,0,
5374,Al Huwaila Street,25.2895735,51.4258362,0,,0,
5143,Al Manar Street,25.3132648,51.4032681,0,,0,
4449,Al Nadi Street,25.2505987,51.5337019,0,,0,
55668, Labor Camp Stop 2,25.192185,51.463193,0,,0,
5617,Abu Hamour Street,25.2465595,51.492237,0,,0,
3868,LexusTailoring,25.2811955,51.5030818,0,,0,
5321,Al Elham Stop 1,25.2889078,51.4079197,0,,0,
5317,Al Erada Stop 1,25.2908261,51.4104544,0,,0,
5385,Al Maeser,25.2778291,51.4146226,0,,0,
5450,Shabiyat Khalifa,25.2939593,51.4588763,0,,0,
5465,Al Khufus Street,25.2762757,51.4475219,0,,0,
5459,Al Najah School Street,25.280246,51.4601256,0,,0,
5344,Al Ruwaidat Street,25.2710573,51.4084669,0,,0,
5569,Muaither Sports Club,25.237811,51.4061065,0,,0,
5246,Al Shaqab Stop 1,25.3060718,51.4469378,0,,0,
5247,Al Shaqab Gate  9,25.3062901,51.4436655,0,,0,
5376,Sudanese School,25.2845448,51.4202123,0,,0,
5380,Othman Bin Nasr Stop 1,25.2801065,51.4202096,0,,0,
5591,Al Amani Stop 1,25.2544705,51.4181175,0,,0,
5563,Osama Bin Zaid Stop 1,25.25346,51.4503,0,,0,
5555,Ammer Bin Yasser Street,25.2455454,51.4535387,0,,0,
5685,Al Baluche Camp,25.22733,51.4931,0,,0,
55683,Al Muftah Digital,25.23104,51.48697,0,,0,
5681,Al Bahkri Camp,25.23602,51.48253,0,,0,
5679,Sunrays Supermarket,25.24146,51.47767,0,,0,
5675,Premium Care Polyclinic,25.24689,51.47991,0,,0,
5673,Al Fardan Garden,25.24956,51.4839,0,,0,
2437,Al Rawabi Street,25.2696092,51.5168596,0,,0,
5560,Al Zuhour Stop 1,25.2484494,51.4311155,0,,0,
5572,Al Tahrir Medical Center,25.2419306,51.4311342,0,,0,
5609,Elite Motors,25.2538872,51.4806371,0,,0,
5460,Al Qudisiya Street,25.2773513,51.4564248,0,,0,
5471,Khalifa Stadium R/A,25.2699355,51.4462907,0,,0,
5312,Al Erada Street,25.293193,51.4104169,0,,0,
5316,Al Elham Street,25.2890606,51.4104142,0,,0,
5328,Al Innabi Street,25.2838755,51.4091857,0,,0,
5348,Muaither West,25.2659078,51.4101433,0,,0,
5593,Meshab Street,25.2576798,51.409226,0,,0,
88537,Labor Camp,25.340997,51.239087,0,,0,
5447,QNA,25.277056,51.49265,0,,0,
1426,Umm Al Shebran Street,25.27521,51.52615,0,,0,
2430,Rawdat Al Khail Street,25.2727503,51.5236248,0,,0,
4046,Doha Municipality,25.2631468,51.5060027,0,,0,
5608,Al Hekma School,25.25094,51.48565,0,,0,
5610,Kalabhavan Qatar,25.24882,51.48219,0,,0,
5615,Al Joudi Street,25.2505866,51.4893402,0,,0,
5389,Al Thaqaffa Library,25.275679,51.4143832,0,,0,
5505,House 137,25.2455418,51.437992,0,,0,
2381,Nasrallah Center,25.2808402,51.5182349,0,,0,
3932,Midmac R/A,25.2650285,51.4982532,0,,0,
5590,Al Sedaira Stop 2,25.258809,51.4186237,0,,0,
5456,Al Shahaniya Street,25.2832413,51.4596723,0,,0,
5458,Al Najah School Street,25.2819704,51.4603643,0,,0,
5464,Al Khufus Street,25.2763302,51.4476942,0,,0,
8605,1st R/A,25.43175,51.227412,0,,0,
4465,Ahmed Bin Zaidon Street,25.24628,51.52596,0,,0,
4461,Mamoura Supermarket,25.24606,51.53166,0,,0,
4453,Cambridge International School,25.2438982,51.5363573,0,,0,
5618,Abu Hamour Street,25.2461877,51.492074,0,,0,
5674, Al Khebra Driving School,25.238611,51.5069656,0,,0,
5658,Al Maaded Street,25.2489758,51.4997505,0,,0,
5653,Al Maaded Street,25.24816,51.50107,0,,0,
5500,Qatar Decoration,25.2618533,51.4927224,0,,0,
5508,Pan Emirates Furniture,25.2548865,51.481028,0,,0,
5520,Unique Trading Company,25.2427324,51.4603938,0,,0,
5524,V Kool,25.2391005,51.4543883,0,,0,
5526,Tadamon,25.2376594,51.4521031,0,,0,
5470,Khalifa Stadium R/A,25.2698203,51.4463075,0,,0,
5476,Stadium Entrance 11,25.2703551,51.4387081,0,,0,
5480,Old Rayyan Traffic Police,25.2737896,51.4370103,0,,0,
5482,Al Baaya Street,25.2779249,51.4371149,0,,0,
5492,Wadi Al Mark Street,25.2879462,51.4440484,0,,0,
5489,Al Muraykh Village,25.28396,51.43841,0,,0,
4457,Asad Bin Al Furat Street,25.2434372,51.5326773,0,,0,
2438,Al Rawabi Street,25.2699682,51.5171259,0,,0,
2429,Rawdat Al Khail Street,25.2728424,51.523659,0,,0,
2425,Umm Al Shebran Street,25.2750545,51.5261615,0,,0,
2316,House no. 39,25.2776594,51.5170615,0,,0,
5438,Al Waab / Q Tel,25.2659442,51.4663758,0,,0,
5426,Hyatt Plaza,25.2547179,51.4375045,0,,0,
5340,Andalib Car Accessories,25.275725,51.407574,0,,0,
5369,Al Jassasiya Stop 2,25.29424,51.427991,0,,0,
5516,Nasser Bin Khaled & Son,25.2472764,51.4679388,0,,0,
5528, Family Shopping,25.2357208,51.4488844,0,,0,
5586,Al Sedaira Stop 1,25.25109,51.4180095,0,,0,
5452,Al Shahaniya Street,25.2896765,51.4589997,0,,0,
5477,Stadium Entrance 11,25.2702193,51.4389522,0,,0,
5469,Al Khufus Street (West),25.2747646,51.4439304,0,,0,
5461,Al Qudisiya Street,25.2772968,51.4563463,0,,0,
5455,Al Shahaniya Street,25.2832801,51.4594604,0,,0,
5453,Al Shahaniya Street,25.2901543,51.4590265,0,,0,
5597,Al Huda School,25.2626501,51.4083167,0,,0,
5565,Al Sailiya Street Stop 1,25.2412392,51.4121361,0,,0,
5521,Al Ashjar Street,25.2394511,51.421322,0,,0,
5519,Al Murra (West),25.2409019,51.4292802,0,,0,
